id_lead,nom_site,Date_Creation_site,evenement,Date_qualification,Date_signature_offre,Date_signature_pdb,PuissanceTotale,Date_Abandon,Phase_abandon,Derniere_Phase_Avant_Abandon,wattetco_commentairemotifdabandon,Statut_Offre,Statut_PDB,Statut_Qualification,Statut_Abandon,lien
532b5c7e-22ae-ef11-8a6a-6045bd1a19ff,2734-Roche,2024-11-29,Sommet de l'Elevage 2024,2025-01-13,NULL,NULL,198.00,NULL,NULL,NULL,REC trop petite et bâtiment pas assez conséquent,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=532B5C7E-22AE-EF11-8A6A-6045BD1A19FF
4390dc13-7781-ef11-ac21-6045bd1a19ff,2562-Courtois,2024-10-03,Sommet de l'Elevage 2024,2025-01-08,NULL,NULL,199.64,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=4390DC13-7781-EF11-AC21-6045BD1A19FF
b6c8a106-6981-ef11-ac21-6045bd1a19ff,2559-Moreaud,2024-10-03,Sommet de l'Elevage 2024,2025-01-06,NULL,NULL,334.88,NULL,NULL,NULL,RAC trop important,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=B6C8A106-6981-EF11-AC21-6045BD1A19FF
5a4ffdd2-476c-ef11-a671-6045bd6d73d1,2303-RIGAL,2024-09-06,Innov Agri 2024,2024-10-18,NULL,NULL,293.94,2025-01-06,Opportunité Abandonnée,Offre,Finalement préfère abandonné le projet : emplacement bat ne convient plus et ne souhaite pas proposer un autre endroit pour implantation. Ne souhaite pas de prise de rdv pour en discuté. Décision d'abandon ferme.,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=5A4FFDD2-476C-EF11-A671-6045BD6D73D1
23d67909-2fab-ef11-8a6a-6045bd6d73d1,2708-Forget,2024-11-25,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2025-01-03,Opportunité Abandonnée,Qualification,PLUi explicitement opposé aux centrales PV,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=23D67909-2FAB-EF11-8A6A-6045BD6D73D1
98503376-83b1-ef11-8a6a-6045bd1a19ff,2771-Bruyere,2024-12-03,Foire Realmont 2024,NULL,NULL,NULL,4000.00,2025-01-03,Opportunité Abandonnée,Qualification,projet agricole alibi,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=98503376-83B1-EF11-8A6A-6045BD1A19FF
987c6db5-0f80-ef11-ac21-6045bd6d73d1,2478-Ricros,2024-10-01,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2025-01-02,Opportunité Abandonnée,Qualification,"natura 2000, loi montagne, pentes",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=987C6DB5-0F80-EF11-AC21-6045BD6D73D1
317a3a04-2eab-ef11-8a6a-6045bd6d73d1,2706-Brunet,2024-11-25,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-12-20,Opportunité Abandonnée,Complétude Du Dossier,Pas de réponse du client pas la bonne adresse,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=317A3A04-2EAB-EF11-8A6A-6045BD6D73D1
852839e8-79bc-ef11-b8e8-000d3a9558ef,2888-Boulet,2024-12-17,Sommet de l'Elevage 2024,NULL,NULL,NULL,200.00,2024-12-17,Opportunité Abandonnée,Complétude Du Dossier,"terrain appartient a ses parents, le père est décédé récemment, en attente que la succession se fasse a sa mère pour qu'ensuite il rachète la parcelle a sa mère.",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=852839E8-79BC-EF11-B8E8-000D3A9558EF
2f71e463-65a3-ef11-8a6a-6045bd6d73d1,2657-Garnier,2024-11-15,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-12-17,Opportunité Abandonnée,Complétude Du Dossier,Projet de bâtiment en parallèle qui n'est pas réalisable sans le RAC seul mais possible si argipv . Le propriétaire a souhaité tout arrêter.,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=2F71E463-65A3-EF11-8A6A-6045BD6D73D1
d08695bb-66a3-ef11-8a6a-6045bd6d73d1,2658-Garnier,2024-11-15,Sommet de l'Elevage 2024,2024-12-06,NULL,NULL,NULL,2024-12-17,Opportunité Abandonnée,Offre,Projet de bâtiment n'est pas réalisable sans le RAC seul mais possible si argipv . Le propriétaire a souhaité tout arrêter.,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=D08695BB-66A3-EF11-8A6A-6045BD6D73D1
b0bc005e-7ebc-ef11-b8e9-6045bd6d73d1,2889-Robert,2024-12-17,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-12-17,Opportunité Abandonnée,Complétude Du Dossier,Son fils s'installe dans 2 ans,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=B0BC005E-7EBC-EF11-B8E9-6045BD6D73D1
9d387616-f57f-ef11-ac21-0022483a696f,2668-Moulin,2024-10-01,Sommet de l'Elevage 2024,2024-12-12,NULL,NULL,199.64,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=9D387616-F57F-EF11-AC21-0022483A696F
e4cf53df-629c-ef11-8a69-000d3a95721b,2586-Pasquet,2024-11-06,Sommet de l'Elevage 2024,2024-11-28,NULL,NULL,247.28,2024-12-12,Opportunité Abandonnée,Qualification,Le productible n'est pas optimisé pour réaliser le projet,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=E4CF53DF-629C-EF11-8A69-000D3A95721B
81940010-0cb2-ef11-8a69-000d3a95721b,2779-Mauron,2024-12-04,Sommet de l'Elevage 2024,2024-12-09,NULL,NULL,1612.30,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=81940010-0CB2-EF11-8A69-000D3A95721B
09daeccd-7881-ef11-ac21-6045bd6d73d1,2551-Stephane Seguy,2024-10-03,Sommet de l'Elevage 2024,2024-12-09,NULL,NULL,499.56,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=09DAECCD-7881-EF11-AC21-6045BD6D73D1
35cce5e7-2dc4-ee11-9079-6045bd6bfe18,1469-Chambon (AgriPV),2024-02-05,Sommet de l'Elevage 2023,2024-02-07,2024-02-13,NULL,16000.00,2024-12-09,Opportunité Abandonnée,Complétude Du Dossier,trop long,Offre signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=35CCE5E7-2DC4-EE11-9079-6045BD6BFE18
7ca6f968-31ab-ef11-8a6a-6045bd6d73d1,2711-Graille,2024-11-25,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-12-06,Opportunité Abandonnée,Complétude Du Dossier,Injoignable,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=7CA6F968-31AB-EF11-8A6A-6045BD6D73D1
2072bf9f-d87f-ef11-ac21-6045bd6d008c,2612-Villers-Le-Sec,2024-10-01,Sommet de l'Elevage 2024,2024-12-05,NULL,NULL,5000.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=2072BF9F-D87F-EF11-AC21-6045BD6D008C
d791719f-a892-ef11-8a69-000d3a95721b,2519-Jarasse,2024-10-25,Sommet de l'Elevage 2024,2024-12-05,NULL,NULL,222.64,NULL,NULL,NULL,"Toiture amiantée = non valorisée .
Eventuellement possible si toiture nue ...",Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=D791719F-A892-EF11-8A69-000D3A95721B
76533ec7-a392-ef11-8a69-000d3a95721b,2516-Miramont,2024-10-25,Sommet de l'Elevage 2024,2024-12-05,NULL,NULL,317.40,NULL,NULL,NULL,Pas de soulte possible. Raccordement trop éloigné aussi,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=76533EC7-A392-EF11-8A69-000D3A95721B
fbeea662-9f92-ef11-8a69-000d3a95721b,2515-Miramont,2024-10-25,Sommet de l'Elevage 2024,NULL,NULL,NULL,189.30,2024-12-05,Opportunité Abandonnée,Qualification,"Puissance de 70 kwc ...
Abandon",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=FBEEA662-9F92-EF11-8A69-000D3A95721B
ff3f8c33-4082-ef11-ac21-6045bd1a19ff,2550-Boudou,2024-10-04,Sommet de l'Elevage 2024,2024-11-12,2024-12-03,2025-01-31,1691.79,NULL,NULL,NULL,NULL,Offre signée,PDB signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=FF3F8C33-4082-EF11-AC21-6045BD1A19FF
94a1d84a-d180-ef11-ac21-6045bd6d008c,2522-Martin,2024-10-02,Sommet de l'Elevage 2024,2024-12-03,NULL,NULL,322.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=94A1D84A-D180-EF11-AC21-6045BD6D008C
6d4a1df0-1d9a-ef11-8a69-000d3a95721b,2555-Arrouze,2024-11-03,Sommet de l'Elevage 2024,2024-12-03,NULL,NULL,236.44,NULL,NULL,NULL,Bâtiment de 300 m² qu'on ne construira pas,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=6D4A1DF0-1D9A-EF11-8A69-000D3A95721B
fdafd9a5-6ca3-ef11-8a6a-6045bd6d73d1,2660-Volle,2024-11-15,Sommet de l'Elevage 2024,2024-12-03,NULL,NULL,499.56,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=FDAFD9A5-6CA3-EF11-8A6A-6045BD6D73D1
578e660e-4701-ef11-9f89-0022483a696f,1799-Bonnet,2024-04-23,Foire Realmont 2024,2024-05-23,NULL,NULL,404.96,2024-12-02,Opportunité Abandonnée,Offre,"La cliente désire que l'on prennent à notre charge trop d'éléments : désamiantage, bardage, cheneau etc... Des concurrents ,selon elle, s'engageraient à le faire. Je ne peux pas m'aligner. Abandon.",Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=578E660E-4701-EF11-9F89-0022483A696F
5473afe3-1a77-ef11-ac21-6045bd1a19ff,2309-Darlavoix,2024-09-20,Salon de l'agriculture Bordeaux 2024,2024-10-02,NULL,NULL,228.16,2024-12-02,Opportunité Abandonnée,Offre,Soulte trop faible pour eux,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=5473AFE3-1A77-EF11-AC21-6045BD1A19FF
a8ff3f20-c28e-ef11-8a6a-6045bd6d73d1,2482-Maigné,2024-10-20,Innov Agri 2024,2024-10-29,NULL,NULL,90.16,2024-12-02,Opportunité Abandonnée,Offre,au vu de la soulte le client ne souhaite pas continuer avec nous,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=A8FF3F20-C28E-EF11-8A6A-6045BD6D73D1
1cd59e07-1877-ef11-ac21-6045bd1a19ff,2308-Darlavoix,2024-09-20,Sommet de l'Elevage 2024,2024-10-02,NULL,NULL,99.36,2024-12-02,Opportunité Abandonnée,Qualification,Soulte trop faible pour eux,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=1CD59E07-1877-EF11-AC21-6045BD1A19FF
d80b2cb7-aa8f-ef11-8a69-000d3ae7149c,2489-Fave,2024-10-21,Innov Agri 2024,NULL,NULL,NULL,NULL,2024-12-02,Opportunité Abandonnée,Qualification,Projet possible qu'en pv ready,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=D80B2CB7-AA8F-EF11-8A69-000D3AE7149C
cac95200-6d81-ef11-ac21-6045bd1a19ff,2524-Chatard (AgriPV),2024-10-03,Sommet de l'Elevage 2024,NULL,NULL,NULL,1000.00,2024-12-02,Opportunité Abandonnée,Qualification,Projet agricole : exploitant en place ne veut pas de panneaux,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=CAC95200-6D81-EF11-AC21-6045BD1A19FF
aa414256-9121-ef11-840b-6045bd6d73d1,1968-Carratier,2024-06-03,Foire de Baraqueville 2024,2024-07-16,NULL,NULL,160.00,2024-12-02,Opportunité Abandonnée,Offre,le client ne rep plus aux relances,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=AA414256-9121-EF11-840B-6045BD6D73D1
9ada65ca-dc7f-ef11-ac21-6045bd6d008c,2611-Mauron,2024-10-01,Sommet de l'Elevage 2024,2024-11-29,NULL,NULL,7834.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=9ADA65CA-DC7F-EF11-AC21-6045BD6D008C
9fa986d5-9981-ef11-ac21-6045bd1a19ff,2468-Pancou,2024-10-03,Sommet de l'Elevage 2024,2024-11-13,NULL,NULL,NULL,2024-11-29,Opportunité Abandonnée,Offre,"le service technique a refusé le projet, trop de renforcement",Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=9FA986D5-9981-EF11-AC21-6045BD1A19FF
aee803f3-a481-ef11-ac21-6045bd1a19ff,2560-Segaud (AgriPV),2024-10-03,Sommet de l'Elevage 2024,2024-11-19,2024-11-27,2025-03-31,1000.00,NULL,NULL,NULL,NULL,Offre signée,PDB signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=AEE803F3-A481-EF11-AC21-6045BD1A19FF
27186107-8f54-ef11-bfe3-6045bd6d73d1,2221-Mimault,2024-08-07,Sommet de l'Elevage 2023,2024-11-27,NULL,NULL,512.34,NULL,NULL,NULL,leur banque a accepté le financement de leur rec donc ils investissent eux même dans les panneaux,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=27186107-8F54-EF11-BFE3-6045BD6D73D1
424cb64f-8c90-ef11-8a69-000d3a95721b,2503-Clerc,2024-10-22,Sommet de l'Elevage 2024,2024-11-26,NULL,NULL,301.76,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=424CB64F-8C90-EF11-8A69-000D3A95721B
b96cdd1a-f87f-ef11-ac21-6045bd6d73d1,2486-Clerc,2024-10-01,Sommet de l'Elevage 2024,2024-11-26,NULL,NULL,427.80,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=B96CDD1A-F87F-EF11-AC21-6045BD6D73D1
1f6f375f-9b92-ef11-8a6a-6045bd1a19ff,2514-ROUZES,2024-10-25,Innov Agri 2024,2024-11-26,NULL,NULL,437.92,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=1F6F375F-9B92-EF11-8A6A-6045BD1A19FF
5caf3467-45a6-ef11-b8e8-000d3a95721b,2666-Robine,2024-11-19,Sommet de l'Elevage 2024,2024-11-25,NULL,NULL,2400.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=5CAF3467-45A6-EF11-B8E8-000D3A95721B
05ff47ef-256c-ef11-a671-6045bd1a19ff,2642-Vigié,2024-09-06,Innov Agri 2024,2024-11-25,NULL,NULL,2400.00,NULL,NULL,NULL,"signature avec Energie Konor, proposition plus intéressante au niveau pécunier",Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=05FF47EF-256C-EF11-A671-6045BD1A19FF
0c469833-dea5-ef11-b8e8-000d3ae7149c,2665-Robine,2024-11-18,Sommet de l'Elevage 2024,2024-11-25,NULL,NULL,4600.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=0C469833-DEA5-EF11-B8E8-000D3AE7149C
1f1af732-dc0a-ef11-9f8a-6045bd6d73d1,2232-Cadars,2024-05-05,Foire de Baraqueville 2024,2024-09-24,NULL,NULL,499.56,2024-11-25,Opportunité Abandonnée,Offre,voulait au moins le double,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=1F1AF732-DC0A-EF11-9F8A-6045BD6D73D1
8b0857b0-219a-ef11-8a69-000d3a95721b,2556-Iribarren,2024-11-03,Sommet de l'Elevage 2024,2024-11-20,NULL,NULL,NULL,2024-11-22,Opportunité Abandonnée,Offre,Attente retour client pour préconisations ABF Bayonne,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=8B0857B0-219A-EF11-8A69-000D3A95721B
502fb4ac-9580-ef11-ac21-000d3ae7263a,2505-Laguère,2024-10-02,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-11-21,Opportunité Abandonnée,Qualification,le propriétaire est en conflit avec le dev n'arrives pas a obtenir la lettre de desangagmt. Projet en stand by. Le propriétaire relancera le projet quand le conflit sera réglé.,Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=502FB4AC-9580-EF11-AC21-000D3AE7263A
5a787a8d-238d-ef11-8a6a-6045bd1a19ff,2472-Dufour,2024-10-18,Sommet de l'Elevage 2024,2024-11-12,2024-11-20,2025-01-31,1000.00,NULL,NULL,NULL,NULL,Offre signée,PDB signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=5A787A8D-238D-EF11-8A6A-6045BD1A19FF
ab9ef96d-1391-ef11-8a6a-6045bd1a19ff,2504-Saillat,2024-10-23,Foire de Baraqueville 2024,NULL,NULL,NULL,NULL,2024-11-20,Opportunité Abandonnée,Qualification,"Surfaces de toitures trop petites . Une 3 eme rec n'apporterait rien 
le raccordement est eloigné",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=AB9EF96D-1391-EF11-8A6A-6045BD1A19FF
e7db4e47-6a81-ef11-ac21-6045bd6d73d1,2484-Leonardi,2024-10-03,Sommet de l'Elevage 2024,NULL,NULL,NULL,NULL,2024-11-20,Opportunité Abandonnée,Complétude Du Dossier,"La cliente a vendu son centre équestre et l'acquéreur n'a pas de projet agricole, souhaitait juste racheter les terres",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=E7DB4E47-6A81-EF11-AC21-6045BD6D73D1
da35c554-aa42-ef11-a317-6045bd6d73d1,2127-Soulard,2024-07-15,Salon de l'agriculture Bordeaux 2024,2024-07-25,2024-11-19,2025-02-28,1000.00,NULL,NULL,NULL,NULL,Offre signée,PDB signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=DA35C554-AA42-EF11-A317-6045BD6D73D1
680856d3-b342-ef11-a317-6045bd6d73d1,2130-Soulard,2024-07-15,Salon de l'agriculture Bordeaux 2024,2024-07-18,2024-11-19,2025-02-28,331.66,NULL,NULL,NULL,NULL,Offre signée,PDB signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=680856D3-B342-EF11-A317-6045BD6D73D1
16ec8e02-cda0-ef11-8a6a-6045bd6d73d1,2607-Seguy,2024-11-12,Sommet de l'Elevage 2024,2024-11-19,NULL,NULL,1000.00,NULL,NULL,NULL,NULL,Offre non signée,PDB non signée,Qualifiée,Non abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=16EC8E02-CDA0-EF11-8A6A-6045BD6D73D1
c0b4c0a1-daa0-ef11-8a6a-6045bd6d73d1,2608-Stephane Seguy,2024-11-12,Innov Agri 2024,NULL,NULL,NULL,NULL,2024-11-19,Opportunité Abandonnée,Qualification,"fortes pentes, désert électriques, mosaïques de milieu naturels, proximité des habitations",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=C0B4C0A1-DAA0-EF11-8A6A-6045BD6D73D1
56b211bb-a692-ef11-8a6a-6045bd6d73d1,2518-ROUZES,2024-10-25,Innov Agri 2024,NULL,NULL,NULL,NULL,2024-11-19,Opportunité Abandonnée,Qualification,"Qualification ko : cultures en zone inondable (et donc probablement zones humides). Aller voir :
-	les parcelles au nord en limite du poste de transformation (169, voire 172) pour projet de stockage elec
-	les prairies de 6 ans et + à proximité",Offre non signée,PDB non signée,Non qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=56B211BB-A692-EF11-8A6A-6045BD6D73D1
e04117ef-2a77-ef11-ac21-6045bd1a19ff,2311-Lapeyre,2024-09-20,Innov Agri 2024,2024-10-01,NULL,NULL,99.82,2024-11-15,Opportunité Abandonnée,Offre,Trop de terrassement,Offre non signée,PDB non signée,Qualifiée,Abandonnée,https://org150b86b2.crm12.dynamics.com/main.aspx?appid=7adba364-5621-ee11-9967-000d3a958672&pagetype=entityrecord&etn=wattetco_opportunite&id=E04117EF-2A77-EF11-AC21-6045BD1A19FF
